,t,f,ferr
0,2144.103258118288,-0.00010949708523266821,0.00010896290516807517
1,2144.1236905847472,-6.634124236515326e-06,0.00010896290516807517
2,2144.144122850281,-2.4577643643608482e-06,0.00010896290516807517
3,2144.164555315816,9.941766893595272e-05,0.00010896290516807517
4,2144.1849876804117,4.42990151272582e-05,0.00010896290516807517
5,2144.2054199445483,3.139577585486997e-05,0.00010896290516807517
6,2144.225852407748,4.4602954818451224e-05,0.00010896290516807517
7,2144.246284770954,4.762673627789482e-05,0.00010896290516807517
8,2144.2667171332287,0.00010388138142602976,0.00010896290516807517
9,2144.2871494950377,-1.6876186610392807e-05,0.00010896290516807517
10,2144.307581856374,0.00017292976411042993,0.00010896290516807517
11,2144.328014216786,-7.22316279196944e-05,0.00010896290516807517
12,2144.348446676726,-0.00021472782660481027,0.00010896290516807517
13,2144.368878936206,0.00010910713684419981,0.00010896290516807517
14,2144.3893113952217,-0.0002651664811357257,0.00010896290516807517
15,2144.409743753764,-9.193331517676206e-05,0.00010896290516807517
16,2144.4301760113813,-0.0002581449434206906,0.00010896290516807517
17,2144.4506084685345,0.00012889289198358966,0.00010896290516807517
18,2144.471040825214,-5.538725534437461e-06,0.00010896290516807517
19,2144.4914730814344,4.453222245959232e-05,0.00010896290516807517
20,2144.511905536725,-5.2204858360549444e-05,0.00010896290516807517
21,2144.532337792014,0.0002633572338703871,0.00010896290516807517
22,2144.552770146365,1.6840804087703276e-05,0.00010896290516807517
23,2144.573202599793,-8.221265643582054e-05,0.00010896290516807517
24,2144.5936348532123,3.0383432089386986e-05,0.00010896290516807517
25,2144.614067305709,0.0002193137375026133,0.00010896290516807517
26,2144.634499657739,2.4552447480230555e-05,0.00010896290516807517
27,2144.654931909303,-9.067872688661716e-05,0.00010896290516807517
28,2144.675364360395,7.539451088445226e-05,0.00010896290516807517
29,2144.6957967105627,1.2218083132120583e-05,0.00010896290516807517
30,2144.7162290602573,-7.651377352180244e-05,0.00010896290516807517
31,2144.7366614094935,-6.995083127825374e-05,0.00010896290516807517
32,2144.7775261065617,0.00028857921985681045,0.00010896290516807517
33,2144.7979584539353,-0.0001916900464912219,0.00010896290516807517
34,2144.818390800843,-7.316356128583834e-05,0.00010896290516807517
35,2144.838823147278,7.989748518055784e-05,0.00010896290516807517
36,2144.85925559279,4.943096451803797e-05,0.00010896290516807517
37,2144.8796878383,-0.0001185810748327576,0.00010896290516807517
38,2144.900120282873,-8.147123430257697e-05,0.00010896290516807517
39,2144.920552626987,2.0906357798500252e-05,0.00010896290516807517
40,2144.9409848706346,0.00017587972266275287,0.00010896290516807517
41,2144.961417313345,0.00013542151498757704,0.00010896290516807517
42,2144.981849656062,6.004451737173788e-05,0.00010896290516807517
43,2145.002281897847,0.0001320939470630389,0.00010896290516807517
44,2145.0227143386946,-0.00014541884909946567,0.00010896290516807517
45,2145.043146679549,6.598846609140452e-07,0.00010896290516807517
46,2145.063578919471,-0.0001524810876963878,0.00010896290516807517
47,2145.0840113593877,-5.9623138168651835e-05,0.00010896290516807517
48,2145.1044436983793,-7.359341560231325e-05,0.00010896290516807517
49,2145.1453083744927,-0.00022344462424706002,0.00010896290516807517
50,2145.1657407116218,2.916954044795972e-05,0.00010896290516807517
51,2145.186173048285,9.481753065587739e-06,0.00010896290516807517
52,2145.2066053844756,-6.265253244397417e-05,0.00010896290516807517
53,2145.2270377202076,0.00013762013686635655,0.00010896290516807517
54,2145.2474700550083,9.441067646887014e-05,0.00010896290516807517
55,2145.2679023898017,0.00015229173788022798,0.00010896290516807517
56,2145.288334723671,-0.00010255113068247113,0.00010896290516807517
57,2145.308767056609,-0.00019213733064615823,0.00010896290516807517
58,2145.32919938954,6.17404021574508e-06,0.00010896290516807517
59,2145.3496317215468,0.00010304517960380011,0.00010896290516807517
60,2145.370064053088,8.6797484166512e-05,0.00010896290516807517
61,2145.4109287147658,1.343637520023755e-05,0.00010896290516807517
62,2145.4313611449033,-8.913301212642999e-05,0.00010896290516807517
63,2145.4517933741154,0.0001404542643146378,0.00010896290516807517
64,2145.4722257028625,4.033444515938456e-06,0.00010896290516807517
65,2145.513090358487,3.0563231419034054e-05,0.00010896290516807517
66,2145.5335227858377,6.565570005845345e-05,0.00010896290516807517
67,2145.5539551122492,-2.647741988082153e-05,0.00010896290516807517
68,2145.59481976369,-0.00016116152866674227,0.00010896290516807517
69,2145.615252088246,5.3024956050418126e-05,0.00010896290516807517
70,2145.635684312794,0.0001449605062775472,0.00010896290516807517
71,2145.65611673642,0.00011351210019272528,0.00010896290516807517
72,2145.6765490595717,1.0036856465278632e-05,0.00010896290516807517
73,2145.6969813817996,-3.288071741103238e-05,0.00010896290516807517
74,2145.7174137040274,-1.7238663517771258e-05,0.00010896290516807517
75,2145.737846025324,-9.207623803697551e-05,0.00010896290516807517
76,2145.7582783461476,-0.0001233994065287236,0.00010896290516807517
77,2145.778710666513,-0.00012088386138053853,0.00010896290516807517
78,2145.799142986405,-0.00011364368769639643,0.00010896290516807517
79,2145.8195753053733,-2.0858061375417236e-05,0.00010896290516807517
80,2145.8400076243415,0.0002247564468451646,0.00010896290516807517
81,2145.880872359943,4.557822861572802e-05,0.00010896290516807517
82,2145.9013045765823,4.7752891756180915e-05,0.00010896290516807517
83,2145.921736893215,7.807288146710611e-05,0.00010896290516807517
84,2145.9421693089243,-6.749333250921641e-05,0.00010896290516807517
85,2145.9626015241665,1.3539588793909374e-05,0.00010896290516807517
86,2145.983033838944,4.464370494616787e-05,0.00010896290516807517
87,2146.0238984666285,-0.00010972393545927162,0.00010896290516807517
88,2146.044330779536,-0.00012676654368570794,0.00010896290516807517
89,2146.0647631919855,4.938814478627762e-05,0.00010896290516807517
90,2146.085195403968,0.00011412093549556523,0.00010896290516807517
91,2146.105627715013,0.00016258612988306886,0.00010896290516807517
92,2146.1260601256,-2.9563269206556164e-05,0.00010896290516807517
93,2146.1464923361855,0.00012352421630357213,0.00010896290516807517
94,2146.166924645833,2.3278078372213074e-05,0.00010896290516807517
95,2146.1873570545577,3.0280946162974942e-05,0.00010896290516807517
96,2146.2077892632806,-9.414559389042676e-05,0.00010896290516807517
97,2146.2282215710657,-0.0001476733543166464,0.00010896290516807517
98,2146.248653978393,-0.0001627567958153442,0.00010896290516807517
99,2146.269086285254,-5.6950918969511655e-05,0.00010896290516807517
100,2146.2895185916423,-0.00013721744226335986,0.00010896290516807517
101,2146.3099508971063,-1.6273326632343377e-05,0.00010896290516807517
102,2146.3303832025704,5.560703710871806e-05,0.00010896290516807517
103,2146.350815507096,2.7495632206830933e-05,0.00010896290516807517
104,2146.371247811163,0.00012455374644848582,0.00010896290516807517
105,2146.3916801147643,8.483151422367108e-05,0.00010896290516807517
106,2146.412112517428,6.572345325972506e-05,0.00010896290516807517
107,2146.4325447196316,9.273944410637114e-05,0.00010896290516807517
108,2146.4529770213703,-3.472744132282379e-05,0.00010896290516807517
109,2146.473409422637,-0.00015365247653154057,0.00010896290516807517
110,2146.4938416234436,0.0002934438287789387,0.00010896290516807517
111,2146.5142739237854,3.9256788360919614e-05,0.00010896290516807517
112,2146.5347063231893,0.00018426647157587794,0.00010896290516807517
113,2146.5551385221333,5.855630258522204e-05,0.00010896290516807517
114,2146.5755708206125,-1.0688258482272062e-05,0.00010896290516807517
115,2146.5960032186194,5.4242092670353514e-05,0.00010896290516807517
116,2146.616435415701,-0.00032229392806659707,0.00010896290516807517
117,2146.636867712783,5.2899045714926984e-06,0.00010896290516807517
118,2146.6573000089265,-0.0002681593457217746,0.00010896290516807517
119,2146.6777323046117,-0.00010504907040986833,0.00010896290516807517
120,2146.6981646993663,-0.000144754349080789,0.00010896290516807517
121,2146.718596894112,6.1030344161494554e-05,0.00010896290516807517
122,2146.7390291879346,3.929124647616966e-05,0.00010896290516807517
123,2146.779893874176,-5.498253582014723e-05,0.00010896290516807517
124,2146.800326066601,2.912014702749488e-05,0.00010896290516807517
125,2146.8207584585616,8.446319742394515e-05,0.00010896290516807517
126,2146.841190749583,3.568306669854415e-05,0.00010896290516807517
127,2146.861622940145,0.00022610470600414878,0.00010896290516807517
128,2146.8820553302357,6.49335240179294e-05,0.00010896290516807517
129,2146.9024876198673,-4.8923545806323077e-05,0.00010896290516807517
130,2146.9229198090325,8.224794450817363e-05,0.00010896290516807517
131,2146.943352197268,-0.00010881159391229467,0.00010896290516807517
132,2146.9637844850295,0.0001145848945072192,0.00010896290516807517
133,2146.984216672332,6.982667250543528e-05,0.00010896290516807517
134,2147.004649059163,-0.0001418965780919379,0.00010896290516807517
135,2147.025081345535,-7.453948343549843e-05,0.00010896290516807517
136,2147.045513530975,-0.0004121649972562702,0.00010896290516807517
137,2147.0659459159506,-0.0008566762070189027,0.00010896290516807517
138,2147.0863782004526,-0.0008500819337565746,0.00010896290516807517
139,2147.1068104844962,-0.0008349444823383401,0.00010896290516807517
140,2147.127242768067,-0.000744392651118031,0.00010896290516807517
141,2147.1476750507136,-0.0004096443060764843,0.00010896290516807517
142,2147.168107433361,2.9039913881145907e-05,0.00010896290516807517
143,2147.1885396150756,7.542071777488779e-05,0.00010896290516807517
144,2147.2294042771027,9.826495023768089e-05,0.00010896290516807517
145,2147.249836556948,-1.1061290616787289e-07,0.00010896290516807517
146,2147.2702687363344,-2.6656355335274995e-05,0.00010896290516807517
147,2147.290701115722,-0.0001465710085022387,0.00010896290516807517
148,2147.3111333941706,6.74594821103991e-05,0.00010896290516807517
149,2147.3315655716942,2.1172297086424763e-05,0.00010896290516807517
150,2147.3519979492194,-0.00010442438828717204,0.00010896290516807517
151,2147.3724301258044,0.00012553877782672807,0.00010896290516807517
152,2147.3928624023974,-0.00020559379331475114,0.00010896290516807517
153,2147.41329477806,-0.00011685211317002953,0.00010896290516807517
154,2147.4337269532552,0.00019989829939937032,0.00010896290516807517
155,2147.4745916017782,0.0001241286280180276,0.00010896290516807517
156,2147.4950237751036,-0.0001778950737266749,0.00010896290516807517
157,2147.5154560479714,7.01967318113006e-05,0.00010896290516807517
158,2147.5358884203742,-1.84388118756873e-05,0.00010896290516807517
159,2147.55632059231,-7.317880385637743e-05,0.00010896290516807517
160,2147.576752863308,0.0001597242622941586,0.00010896290516807517
161,2147.5971852343137,-4.82278798019653e-05,0.00010896290516807517
162,2147.61761750438,5.952564249800396e-05,0.00010896290516807517
163,2147.6380496739876,0.00018805985940018033,0.00010896290516807517
164,2147.658482043131,-5.310991253260067e-05,0.00010896290516807517
165,2147.6789143113347,-3.085087937026998e-05,0.00010896290516807517
166,2147.699346579546,-0.00014036934566152848,0.00010896290516807517
167,2147.7197788468256,0.0002952548176693437,0.00010896290516807517
168,2147.7402111136325,-0.00020092108799552033,0.00010896290516807517
169,2147.760643479982,9.923206584327993e-05,0.00010896290516807517
170,2147.781075645864,-4.529262712604787e-05,0.00010896290516807517
171,2147.801507911274,0.00010043068152865153,0.00010896290516807517
172,2147.8219402757604,-4.6045170903008525e-05,0.00010896290516807517
173,2147.84237243978,-0.00011236129407210527,0.00010896290516807517
